text,id,label,gold_label,neg,pos,pos_probability,neg_probability,total_votes,highest_agreement,entropy_agreement,variance_agreement,jsd_agreement
"the sum of all fears pretends to be a serious exploration of nuclear terrorism , but it's really nothing more than warmed-over cold war paranoia . ",8808,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"it's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic . ",2691,neg,pos,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
"although largely a heavy-handed indictment of parental failings and the indifference of spanish social workers and legal system towards child abuse , the film retains ambiguities that make it well worth watching . ",4435,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
" . . . wallace is smart to vary the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving war department telegrams . ",3200,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"a smart , compelling drama . ",3158,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"definitely in the guilty pleasure b-movie category , reign of fire is so incredibly inane that it is laughingly enjoyable . ",8520,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
in comparison to his earlier films it seems a disappointingly thin slice of lower-class london life ; despite the title . . . amounts to surprisingly little . ,6209,neg,neg,6.0,0.0,0.0,1.0,6.0,1.0,0.0,0.5,0.5579230452841438
"j . lo will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear : she's a pretty woman , but she's no working girl . ",5334,pos,neg,3.0,3.0,0.5,0.5,6.0,0.5,0.6931471805599453,0.0,0.0
"from both a great and a terrible story , mr . nelson has made a film that is an undeniably worthy and devastating experience . ",5013,pos,pos,2.0,5.0,0.7142857142857143,0.2857142857142857,7.0,0.7142857142857143,0.5982695885852573,0.09183673469387757,0.18723874669733045
"as warm as it is wise , deftly setting off uproarious humor with an underlying seriousness that sneaks up on the viewer , providing an experience that is richer than anticipated . ",5036,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
" . . . a movie that , quite simply , shouldn't have been made . ",6610,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"the sight of the spaceship on the launching pad is duly impressive in imax dimensions , as are shots of the astronauts floating in their cabins . ",2473,neg,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"the film's hackneyed message is not helped by the thin characterizations , nonexistent plot and pretentious visual style . ",6742,pos,neg,4.0,2.0,0.3333333333333333,0.6666666666666666,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
" . . . may work as an addictive guilty pleasure but the material never overcomes its questionable satirical ambivalence . this scarlet's letter is a . . . as in aimless , arduous , and arbitrary . ",8951,pos,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
this picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer . ,6464,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"a movie that both thrills the eye and , in its over-the-top way , touches the heart . ",1731,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
just a bunch of good actors flailing around in a caper that's neither original nor terribly funny . ,8858,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
it won't be long before you'll spy i spy at a video store near you . ,7905,neg,neg,2.0,3.0,0.6,0.4,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
"parts of the film feel a bit too much like an infomercial for ram dass's latest book aimed at the boomer demographic . but mostly it's a work that , with humor , warmth , and intelligence , captures a life interestingly lived . ",4679,pos,pos,2.0,3.0,0.6,0.4,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
it all comes down to whether you can tolerate leon barlow . i can't . ,9765,neg,neg,7.0,0.0,0.0,1.0,7.0,1.0,0.0,0.5,0.5579230452841438
some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors . ,52,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
mark me down as a non-believer in werewolf films that are not serious and rely on stupidity as a substitute for humor . ,7491,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
an unfortunate title for a film that has nothing endearing about it . ,9997,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
the film desperately sinks further and further into comedy futility . ,9373,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"each story on its own could have been expanded and worked into a compelling single feature , but in its current incarnation , storytelling never quite gets over its rather lopsided conception . ",7434,neg,neg,4.0,3.0,0.42857142857142855,0.5714285714285714,7.0,0.5714285714285714,0.6829081047004717,0.010204081632653059,0.06084777351585136
"all the filmmakers are asking of us , is to believe in something that is improbable . ",4543,neg,pos,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"must-see viewing for anyone involved in the high-tech industry . others may find it migraine-inducing , despite moore's attempts at whimsy and spoon feeding . ",7988,pos,neg,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
"no one can doubt the filmmakers' motives , but the guys still feels counterproductive . ",9478,neg,neg,4.0,3.0,0.42857142857142855,0.5714285714285714,7.0,0.5714285714285714,0.6829081047004717,0.010204081632653059,0.06084777351585136
"[sports] admirable energy , full-bodied characterizations and narrative urgency . ",2585,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
murder by numbers just doesn't add up . ,6636,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
director charles stone iii applies more detail to the film's music than to the story line ; what's best about drumline is its energy . ,2998,neg,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"anyone who suffers through this film deserves , at the very least , a big box of consolation candy . ",9491,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
the truth about charlie is that it's a brazenly misguided project . ,9310,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
steadfastly uncinematic but powerfully dramatic . ,4975,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
"offers no new insight on the matter , nor do its characters exactly spring to life . ",5823,neg,neg,7.0,0.0,0.0,1.0,7.0,1.0,0.0,0.5,0.5579230452841438
"even though the film doesn't manage to hit all of its marks , it's still entertaining to watch the target practice . ",5043,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
the ga-zillionth airhead movie about a wife in distress who resorts to desperate measures . ,6783,pos,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare . ",5182,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
the riveting performances by the incredibly flexible cast make love a joy to behold . ,2567,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"the usual movie rah-rah , pleasantly and predictably delivered in low-key style by director michael apted and writer tom stoppard . ",3533,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
it's so badly made on every level that i'm actually having a hard time believing people were paid to make it . ,6697,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
a manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse . ,8499,pos,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"[screenwriter] pimental took the farrelly brothers comedy and feminized it , but it is a rather poor imitation . ",9536,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
" . . . ice age treads predictably along familiar territory , making it a passable family film that won't win many fans over the age of 12 . ",5399,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"what's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ",1039,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
"an impossible romance , but we root for the patronized iranian lad . ",576,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
bouquet gives a performance that is masterly . ,2952,neg,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"others , more attuned to the anarchist maxim that 'the urge to destroy is also a creative urge' , or more willing to see with their own eyes , will find morrison's iconoclastic uses of technology to be liberating . ",1599,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"this is a harrowing movie about how parents know where all the buttons are , and how to push them . ",2504,pos,pos,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
"while american adobo has its heart ( and its palate ) in the right place , its brain is a little scattered -- ditsy , even . ",9236,neg,neg,4.0,2.0,0.3333333333333333,0.6666666666666666,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
needs more impressionistic cinematography and exhilarating point-of-view shots and fewer slow-motion 'grandeur' shots and quick-cut edits that often detract from the athleticism . ,8558,pos,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
manages to please its intended audience -- children -- without placing their parents in a coma-like state . ,3564,pos,pos,2.0,3.0,0.6,0.4,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
"there's no conversion effort , much of the writing is genuinely witty and both stars are appealing enough to probably have a good shot at a hollywood career , if they want one . ",3455,pos,pos,2.0,6.0,0.75,0.25,8.0,0.75,0.5623351446188083,0.125,0.22089576884901735
despite some gulps the film is a fuzzy huggy . ,7856,pos,neg,2.0,3.0,0.6,0.4,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
"in imax in short , it's just as wonderful on the big screen . ",4937,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"one feels the dimming of a certain ambition , but in its place a sweetness , clarity and emotional openness that recalls the classics of early italian neorealism . ",1778,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"at times , the suspense is palpable , but by the end there's a sense that the crux of the mystery hinges on a technicality that strains credulity and leaves the viewer haunted by the waste of potential . ",6711,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"writer/director burr steers emphasizes the q in quirky , with mixed results . ",8609,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
less-than-compelling documentary of a yiddish theater clan . ,5564,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"what [denis] accomplishes in his chilling , unnerving film is a double portrait of two young women whose lives were as claustrophic , suffocating and chilly as the attics to which they were inevitably consigned . ",2973,neg,pos,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
"by the standards of knucklehead swill , the hot chick is pretty damned funny . ",1956,pos,pos,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
this sci-fi techno-sex thriller starts out bizarre and just keeps getting weirder . ,2709,neg,pos,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . ",1439,pos,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
adam sandler is to gary cooper what a gnat is to a racehorse . ,7706,pos,neg,2.0,3.0,0.6,0.4,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
one of the film's most effective aspects is its tchaikovsky soundtrack of neurasthenic regret . ,4126,neg,pos,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
"a sharp , amusing study of the cult of celebrity . ",1805,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
may cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh-so convenient plot twists . ,6691,neg,neg,6.0,2.0,0.25,0.75,8.0,0.75,0.5623351446188083,0.125,0.22089576884901735
"if the real-life story is genuinely inspirational , the movie stirs us as well . ",4289,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
arguably the best script that besson has written in years . ,2139,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
"yes , ballistic is silly . unfortunately , it's not silly fun unless you enjoy really bad movies . ",6812,neg,neg,6.0,0.0,0.0,1.0,6.0,1.0,0.0,0.5,0.5579230452841438
"possession is elizabeth barrett browning meets nancy drew , and it's directed by . . . neil labute . hmm . ",537,pos,pos,2.0,3.0,0.6,0.4,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
the movie's relatively simple plot and uncomplicated morality play well with the affable cast . ,1405,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"[it's] difficult to get beyond the overall blandness of american chai , despite its likable performances and refreshingly naive point of view . ",7719,pos,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"every joke is repeated at least four times . every joke is repeated at least four times . every joke is repeated at least--annoying , isn't it ? ",9437,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
tailored to entertain ! ,653,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"for those who pride themselves on sophisticated , discerning taste , this might not seem like the proper cup of tea , however it is almost guaranteed that even the stuffiest cinema goers will laugh their * * * off for an hour-and-a-half . ",1367,neg,pos,3.0,4.0,0.5714285714285714,0.42857142857142855,7.0,0.5714285714285714,0.6829081047004717,0.010204081632653059,0.06084777351585136
there is truth here,1684,pos,pos,1.0,6.0,0.8571428571428571,0.14285714285714285,7.0,0.8571428571428571,0.410116318288409,0.2551020408163265,0.3318008841938725
"an intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you're getting its metaphysical point . ",661,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"a timely look back at civil disobedience , anti-war movements and the power of strong voices . ",3670,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"you wouldn't want to live waydowntown , but it is a hilarious place to visit . ",3051,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"herzog is obviously looking for a moral to his fable , but the notion that a strong , unified showing among germany and eastern european jews might have changed 20th-century history is undermined by ahola's inadequate performance . ",8026,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
it's almost impossible not to be moved by the movie's depiction of sacrifice and its stirring epilogue in post-soviet russia . ,277,pos,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
seldom has a movie so closely matched the spirit of a man and his work . ,1287,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
the emotional overload of female angst irreparably drags the film down . ,8451,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"a smart , steamy mix of road movie , coming-of-age story and political satire . ",1537,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"laughably , irredeemably awful . ",7243,neg,neg,6.0,0.0,0.0,1.0,6.0,1.0,0.0,0.5,0.5579230452841438
"it is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound . ",8315,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
a glossy knock-off of a b-movie revenge flick . ,8728,pos,neg,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
"while this movie , by necessity , lacks fellowship's heart , two towers outdoes its spectacle . ",3046,pos,pos,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
the script by david koepp is perfectly serviceable and because he gives the story some soul . . . he elevates the experience to a more mythic level . ,3013,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
" . . . the one thing this wild film has that other imax films don't : chimps , lots of chimps , all blown up to the size of a house . that's fun for kids of any age . ",3980,pos,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"it's possible that something hip and transgressive was being attempted here that stubbornly refused to gel , but the result is more puzzling than unsettling . ",9412,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
bubba ho-tep is a wonderful film with a bravura lead performance by bruce campbell that doesn't deserve to leave the building until everyone is aware of it . ,381,pos,pos,1.0,6.0,0.8571428571428571,0.14285714285714285,7.0,0.8571428571428571,0.410116318288409,0.2551020408163265,0.3318008841938725
"scherfig , who has had a successful career in tv , tackles more than she can handle . ",8898,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
hands down the year's most thought-provoking film . but it pays a price for its intricate intellectual gamesmanship . ,320,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"it's funny and human and really pretty damned wonderful , all at once . ",2257,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters . ",3228,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"most of the supporting characters in eastwood films are weak , as are most of the subplots . this one's weaker than most . ",7231,neg,neg,6.0,1.0,0.14285714285714285,0.8571428571428571,7.0,0.8571428571428571,0.410116318288409,0.2551020408163265,0.3318008841938725
"instead of panoramic sweep , kapur gives us episodic choppiness , undermining the story's emotional thrust . ",6521,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"occasionally , in the course of reviewing art-house obscurities and slam-bam action flicks , a jaded critic smacks into something truly new . ",760,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
includes too much obvious padding . ,6603,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"been there , done that . . . a thousand times already , and better . ",9569,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
the best that can be said about the work here of scottish director ritchie . . . is that he obviously doesn't have his heart in it . ,6715,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"the makers have forsaken the entertaining elements of the original and , instead , rehash old jokes and leave any life at the doorstep . i like frank the pug , though . ",7829,pos,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"return to never land may be another shameless attempt by disney to rake in dough from baby boomer families , but it's not half-bad . ",4440,neg,pos,4.0,3.0,0.42857142857142855,0.5714285714285714,7.0,0.5714285714285714,0.6829081047004717,0.010204081632653059,0.06084777351585136
"a disoriented but occasionally disarming saga packed with moments out of an alice in wonderland adventure , a stalker thriller , and a condensed season of tv's big brother . ",2339,pos,pos,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
much of what is meant to be 'inspirational' and 'uplifting' is simply distasteful to audiences not already sharing [the movie's] mindset . ,7863,pos,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"sluggish , tonally uneven . ",6769,neg,neg,7.0,1.0,0.125,0.875,8.0,0.875,0.37677016125643675,0.28125,0.3524996609002046
" . . . a solid , unassuming drama . ",4577,pos,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"tim allen is great in his role but never hogs the scenes from his fellow cast , as there are plenty of laughs and good lines for everyone in this comedy . ",146,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
"huppert gives erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she'll crack . ",863,pos,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
it won't bust your gut -- and it's not intended to -- it's merely a blandly cinematic surgical examination of what makes a joke a joke . ,201,neg,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"cruel and inhuman cinematic punishment . . . simultaneously degrades its characters , its stars and its audience . ",9703,pos,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"splashes its drama all over the screen , subjecting its audience and characters to action that feels not only manufactured , but also so false you can see the filmmakers' puppet strings . ",7939,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"it is a kickass , dense sci-fi action thriller hybrid that delivers and then some . i haven't seen one in so long , no wonder i didn't recognize it at first . ",868,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"this is human comedy at its most amusing , interesting and confirming . ",1520,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"the director , mark pellington , does a terrific job conjuring up a sinister , menacing atmosphere though unfortunately all the story gives us is flashing red lights , a rattling noise , and a bump on the head . ",3193,pos,pos,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
"for devotees of french cinema , safe conduct is so rich with period minutiae it's like dying and going to celluloid heaven . ",1542,neg,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
the problem with movies about angels is they have a tendency to slip into hokum . a rumor of angels doesn't just slip -- it avalanches into forced fuzziness . ,8545,neg,neg,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.5,0.5579230452841438
"as action-adventure , this space-based homage to robert louis stevenson's treasure island fires on all plasma conduits . ",4949,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
an empty shell of an epic rather than the real deal . ,9706,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"if there was any doubt that peter o'fallon didn't have an original bone in his body , a rumor of angels should dispel it . ",9295,pos,neg,2.0,6.0,0.75,0.25,8.0,0.75,0.5623351446188083,0.125,0.22089576884901735
"there's a scientific law to be discerned here that producers would be well to heed : mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces . ",9081,neg,neg,3.0,2.0,0.4,0.6,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
"'film aficionados cannot help but love cinema paradiso , whether the original version or new director's cut . '",2596,pos,pos,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
spare yet audacious . . . ,2186,pos,pos,2.0,4.0,0.6666666666666666,0.3333333333333333,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
ararat feels like a book report,8871,neg,neg,4.0,0.0,0.0,1.0,4.0,1.0,0.0,0.5,0.5579230452841438
"rock's stand-up magic wanes . hopkins , squarely fills the screen . action - mechanical . ",9028,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"romanek keeps the film constantly taut . . . reflecting the character's instability with a metaphorical visual style and an unnerving , heartbeat-like score . ",362,pos,pos,0.0,6.0,1.0,0.0,6.0,1.0,0.0,0.5,0.5579230452841438
"instead of hitting the audience over the head with a moral , schrader relies on subtle ironies and visual devices to convey point of view . ",2412,neg,pos,4.0,2.0,0.3333333333333333,0.6666666666666666,6.0,0.6666666666666666,0.6365141682948128,0.05555555555555555,0.14394735018022464
"visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last . ",219,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"plunges you into a reality that is , more often then not , difficult and sad , and then , without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision . ",4970,neg,pos,1.0,4.0,0.8,0.2,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"if you're looking for a smart , nuanced look at de sade and what might have happened at picpus , sade is your film . ",3384,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
"i found myself liking the film , though in this case one man's treasure could prove to be another man's garbage . ",3160,neg,pos,2.0,3.0,0.6,0.4,5.0,0.6,0.6730116670092565,0.01999999999999999,0.0854351026245885
a charming romantic comedy that is by far the lightest dogme film and among the most enjoyable . ,827,pos,pos,0.0,5.0,1.0,0.0,5.0,1.0,0.0,0.5,0.5579230452841438
the leads we are given here are simply too bland to be interesting . ,9757,neg,neg,5.0,1.0,0.16666666666666666,0.8333333333333334,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
"like a medium-grade network sitcom--mostly inoffensive , fitfully amusing , but ultimately so weightless that a decent draft in the auditorium might blow it off the screen . ",9023,neg,neg,4.0,1.0,0.2,0.8,5.0,0.8,0.5004024235381879,0.18000000000000002,0.2703775285259666
"an emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do . ",4075,pos,pos,1.0,5.0,0.8333333333333334,0.16666666666666666,6.0,0.8333333333333334,0.45056120886630463,0.22222222222222227,0.30542531530688866
